checkedAt,coin,premium,korbitPrice,foreignPrice,usdKrwRate
2026-09-17T00:00:07.125Z,BTC,1.2075,104870000,76170,1360.361778
2026-09-17T00:00:07.125Z,ETH,1.2238,3328000,2416.83,1360.361778
2026-09-17T00:00:07.125Z,SOL,1.2746,135800,98.57,1360.361778
2026-09-17T00:00:07.125Z,BNB,1.0786,998000,725.8,1360.361778
2026-09-17T00:00:07.125Z,XRP,1.1079,1786,1.2985,1360.361778
2026-09-17T00:00:07.125Z,ADA,1.062,269.6,0.1961,1360.361778
2026-09-17T00:00:07.125Z,AVAX,0.1111,10180,7.475,1360.361778
2026-09-17T00:00:07.125Z,DOT,1.5673,1406,1.0176,1360.361778
2026-09-17T00:00:07.125Z,LINK,0.7367,15140,11.048,1360.361778
2026-09-17T00:00:07.125Z,POL,-1.2577,130,0.09678,1360.361778
2026-09-17T00:00:07.125Z,DOGE,1.1579,111.3,0.08088,1360.361778
2026-09-17T00:00:07.125Z,TRX,0.9857,460.9,0.3355,1360.361778
2026-09-17T00:00:07.125Z,XLM,0.8927,252.5,0.18397,1360.361778
2026-09-17T00:00:07.125Z,SHIB,1.7488,0.0069,4.985e-06,1360.361778
2026-09-17T00:00:07.125Z,BCH,-1.9204,295000,221.1,1360.361778
2026-09-17T00:00:07.125Z,UNI,-0.4932,9060,6.693,1360.361778
2026-09-17T00:00:07.125Z,AAVE,0.8005,163700,119.38,1360.361778
2026-09-17T00:00:07.125Z,SUSHI,0.2562,293.5,0.2152,1360.361778
2026-09-17T00:00:07.125Z,LDO,0.0967,474,0.3481,1360.361778
2026-09-17T00:00:07.125Z,ICP,-3.266,3378,2.567,1360.361778
2026-09-17T00:00:07.125Z,NEAR,1.5711,3616,2.617,1360.361778
2026-09-17T00:00:07.125Z,HBAR,-0.5548,100,0.07392,1360.361778
2026-09-17T00:00:07.125Z,XTZ,12.8777,388.8,0.2532,1360.361778
2026-09-17T00:00:07.125Z,DYDX,-2.2777,141.1,0.10614,1360.361778
2026-09-17T00:00:07.125Z,ARB,-1.6605,225,0.16819,1360.361778
2026-09-17T00:00:07.125Z,GMX,5.1024,10200,7.134,1360.361778
2026-09-17T00:00:07.125Z,IMX,0.3357,163.3,0.11964,1360.361778
2026-09-17T00:00:07.125Z,INJ,-18.0653,6020,5.401,1360.361778
2026-09-17T00:00:07.125Z,GRT,-0.1093,24.65,0.01814,1360.361778
2026-09-17T00:00:07.125Z,SUI,1.3467,983,0.713,1360.361778
2026-09-17T00:00:07.125Z,HYPE,1.297,107800,78.229,1360.361778
2026-09-17T00:05:06.875Z,BTC,1.2492,104943000,76191.7,1360.361778
2026-09-17T00:05:06.875Z,ETH,1.2741,3328000,2415.63,1360.361778
2026-09-17T00:05:06.875Z,SOL,1.2487,135600,98.45,1360.361778
2026-09-17T00:05:06.875Z,BNB,1.1432,998500,725.7,1360.361778
2026-09-17T00:05:06.875Z,XRP,1.3128,1787,1.2966,1360.361778
2026-09-17T00:05:06.875Z,ADA,1.5172,270.4,0.1958,1360.361778
2026-09-17T00:05:06.875Z,AVAX,-0.2625,10180,7.503,1360.361778
2026-09-17T00:05:06.875Z,DOT,1.378,1406,1.0195,1360.361778
2026-09-17T00:05:06.875Z,LINK,0.8463,15140,11.036,1360.361778
2026-09-17T00:05:06.875Z,POL,-1.4715,130,0.09699,1360.361778
2026-09-17T00:05:06.875Z,DOGE,1.396,111.3,0.08069,1360.361778
2026-09-17T00:05:06.875Z,TRX,1.1995,462,0.33559,1360.361778
2026-09-17T00:05:06.875Z,XLM,1.0961,252.5,0.1836,1360.361778
2026-09-17T00:05:06.875Z,SHIB,1.9534,0.0069,4.975e-06,1360.361778
2026-09-17T00:05:06.875Z,BCH,-2.0533,295000,221.4,1360.361778
