checkedAt,coin,premium,korbitPrice,foreignPrice,usdKrwRate
2026-09-12T00:00:06.951Z,BTC,1.2828,105150000,77184.7,1345.061572
2026-09-12T00:00:06.951Z,ETH,1.3263,3427000,2514.49,1345.061572
2026-09-12T00:00:06.951Z,SOL,1.4041,139600,102.35,1345.061572
2026-09-12T00:00:06.951Z,BNB,1.1204,988000,726.4,1345.061572
2026-09-12T00:00:06.951Z,XRP,1.3959,1848,1.355,1345.061572
2026-09-12T00:00:06.951Z,ADA,1.2563,280.7,0.2061,1345.061572
2026-09-12T00:00:06.951Z,AVAX,0.6105,10090,7.456,1345.061572
2026-09-12T00:00:06.951Z,DOT,0.5681,1406,1.0394,1345.061572
2026-09-12T00:00:06.951Z,LINK,1.091,15690,11.539,1345.061572
2026-09-12T00:00:06.951Z,POL,0.3706,131.4,0.09733,1345.061572
2026-09-12T00:00:06.951Z,DOGE,1.3048,114.8,0.08425,1345.061572
2026-09-12T00:00:06.951Z,TRX,1.326,461.3,0.33847,1345.061572
2026-09-12T00:00:06.951Z,XLM,1.51,243.2,0.17812,1345.061572
2026-09-12T00:00:06.951Z,SHIB,2.1197,0.0071,5.169e-06,1345.061572
2026-09-12T00:00:06.951Z,BCH,3.3146,316700,227.9,1345.061572
2026-09-12T00:00:06.951Z,UNI,0.762,8140,6.006,1345.061572
2026-09-12T00:00:06.951Z,AAVE,0.1362,168200,124.88,1345.061572
2026-09-12T00:00:06.951Z,SUSHI,0.134,292,0.2168,1345.061572
2026-09-12T00:00:06.951Z,LDO,-19.5791,399.8,0.3696,1345.061572
2026-09-12T00:00:06.951Z,ICP,2.9911,3768,2.72,1345.061572
2026-09-12T00:00:06.951Z,NEAR,1.0489,3209,2.361,1345.061572
2026-09-12T00:00:06.951Z,HBAR,12.1393,112.1,0.07432,1345.061572
2026-09-12T00:00:06.951Z,XTZ,3.3012,348.2,0.2506,1345.061572
2026-09-12T00:00:06.951Z,DYDX,-2.1314,149.2,0.11334,1345.061572
2026-09-12T00:00:06.951Z,ARB,1.2308,190,0.13954,1345.061572
2026-09-12T00:00:06.951Z,GMX,-2.0799,10160,7.714,1345.061572
2026-09-12T00:00:06.951Z,IMX,0.353,163.3,0.12098,1345.061572
2026-09-12T00:00:06.951Z,INJ,2.5015,7900,5.73,1345.061572
2026-09-12T00:00:06.951Z,GRT,14.5973,26.99,0.01751,1345.061572
2026-09-12T00:00:06.951Z,SUI,1.0249,985.3,0.7251,1345.061572
2026-09-12T00:00:06.951Z,HYPE,1.1269,108000,79.399,1345.061572
2026-09-12T00:05:06.976Z,BTC,1.2052,105165000,77254.9,1345.061572
2026-09-12T00:05:06.976Z,ETH,1.3466,3428000,2514.72,1345.061572
2026-09-12T00:05:06.976Z,SOL,1.3843,139600,102.37,1345.061572
2026-09-12T00:05:06.976Z,BNB,1.0926,988000,726.6,1345.061572
