checkedAt,coin,premium,korbitPrice,foreignPrice,usdKrwRate
2026-09-20T00:00:06.908Z,BTC,-1.5309,110946000,81240.1,1386.888007
2026-09-20T00:00:06.908Z,XRP,-1.5743,1925,1.4102,1386.888007
2026-09-20T00:00:06.908Z,SOL,-1.5968,151500,111.01,1386.888007
2026-09-20T00:00:06.908Z,ETH,-1.5324,3593000,2631.01,1386.888007
2026-09-20T00:00:06.908Z,FIL,-1.1104,1318,0.961,1386.888007
2026-09-20T00:00:06.908Z,TRX,-1.61,463.8,0.33989,1386.888007
2026-09-20T00:00:06.908Z,BNB,-1.7282,1038000,761.6,1386.888007
2026-09-20T00:00:06.908Z,WLD,-1.1644,591.2,0.4313,1386.888007
2026-09-20T00:00:06.908Z,FLOW,-1.3839,41.66,0.03046,1386.888007
2026-09-20T00:00:06.908Z,LINK,-1.5657,16950,12.416,1386.888007
2026-09-20T00:00:06.908Z,DOGE,-1.3999,119.9,0.08768,1386.888007
2026-09-20T00:00:06.908Z,SUI,-1.0916,1176,0.8573,1386.888007
2026-09-20T00:00:06.908Z,XLM,-1.4844,268,0.19615,1386.888007
2026-09-20T00:00:06.908Z,BCH,-0.7192,350700,254.7,1386.888007
2026-09-20T00:00:06.908Z,AVAX,-1.3646,13800,10.088,1386.888007
2026-09-20T00:00:06.908Z,ETC,-1.9354,11710,8.61,1386.888007
2026-09-20T00:00:06.908Z,AAVE,0.1713,195900,141.01,1386.888007
2026-09-20T00:00:06.908Z,ADA,-1.6478,311,0.228,1386.888007
2026-09-20T00:00:06.908Z,HYPE,-1.054,126500,92.183,1386.888007
2026-09-20T00:00:06.908Z,SEI,-0.8881,68,0.04947,1386.888007
2026-09-20T00:00:06.908Z,HBAR,0.3261,113.4,0.0815,1386.888007
2026-09-20T00:00:06.908Z,ARB,-1.7259,280.7,0.20595,1386.888007
2026-09-20T00:00:06.908Z,JTO,-2.7255,650.8,0.4824,1386.888007
2026-09-20T00:00:06.908Z,ONDO,-1.6531,573,0.4201,1386.888007
2026-09-20T00:00:06.908Z,QTUM,-2.9458,1286,0.9554,1386.888007
2026-09-20T00:00:06.908Z,PYTH,-2.9312,82.08,0.06097,1386.888007
2026-09-20T00:00:06.908Z,APT,-1.6232,988.9,0.7248,1386.888007
2026-09-20T00:00:06.908Z,UNI,-1.7522,11800,8.66,1386.888007
2026-09-20T00:00:06.908Z,TIA,0.0233,583.6,0.4207,1386.888007
2026-09-20T00:00:06.908Z,ALGO,-2.1785,142.6,0.10511,1386.888007
2026-09-20T00:00:06.908Z,NEAR,-0.606,4946,3.588,1386.888007
2026-09-20T00:00:06.908Z,ZIL,-1.9806,4.864,0.003578,1386.888007
2026-09-20T00:00:06.908Z,SUSHI,-0.1993,347,0.2507,1386.888007
2026-09-20T00:00:06.908Z,PENDLE,-0.5359,3599,2.609,1386.888007
2026-09-20T00:00:06.908Z,XTZ,1.2443,514.9,0.3667,1386.888007
2026-09-20T00:00:06.908Z,W,-1.8485,15.05,0.011056,1386.888007
2026-09-20T00:00:06.908Z,AR,-1.8404,5990,4.4,1386.888007
2026-09-20T00:00:06.908Z,SHIB,-1.8193,0.0075,5.508e-06,1386.888007
2026-09-20T00:00:06.908Z,CELO,-1.1066,125.4,0.09143,1386.888007
2026-09-20T00:00:06.908Z,STX,-1.8326,429,0.3151,1386.888007
2026-09-20T00:00:06.908Z,JUP,-2.3588,381.2,0.2815,1386.888007
2026-09-20T00:00:06.908Z,PEPE,-1.9709,0.0056,4.119e-06,1386.888007
2026-09-20T00:00:06.908Z,DYDX,-1.0424,182.3,0.13283,1386.888007
2026-09-20T00:00:06.908Z,KITE,-7.5285,147.1,0.1147,1386.888007
2026-09-20T00:00:06.908Z,CRV,-1.7773,469.7,0.3448,1386.888007
2026-09-20T00:00:06.908Z,ENJ,-1.0467,37.85,0.02758,1386.888007
2026-09-20T00:00:06.908Z,ATOM,-3.2824,2338,1.743,1386.888007
2026-09-20T00:00:06.908Z,ICP,-1.8803,3896,2.863,1386.888007
2026-09-20T00:00:06.908Z,SPACE,-1.2219,6.499,0.004744,1386.888007
2026-09-20T00:00:06.908Z,DOT,-2.1635,1525,1.1239,1386.888007
2026-09-20T00:00:06.908Z,ETHFI,-2.0385,1021,0.7515,1386.888007
2026-09-20T00:00:06.908Z,CC,-1.1978,150.1,0.10954,1386.888007
2026-09-20T00:00:06.908Z,SYRUP,-1.8586,303.8,0.2232,1386.888007
2026-09-20T00:00:06.908Z,TAO,2.5915,375200,263.7,1386.888007
2026-09-20T00:00:06.908Z,GRAM,5.3866,2017,1.38,1386.888007
2026-09-20T00:00:06.908Z,RAY,-2.4766,2305,1.7042,1386.888007
2026-09-20T00:00:06.908Z,RENDER,-0.2449,2179,1.575,1386.888007
2026-09-20T00:05:07.171Z,BTC,-1.5676,110825000,81181.7,1386.888007
2026-09-20T00:05:07.171Z,XRP,-1.5554,1921,1.407,1386.888007
2026-09-20T00:05:07.171Z,SOL,-1.4253,151600,110.89,1386.888007
2026-09-20T00:05:07.171Z,ETH,-1.504,3588000,2626.59,1386.888007
2026-09-20T00:05:07.171Z,FIL,-0.614,1318,0.9562,1386.888007
2026-09-20T00:05:07.171Z,TRX,-1.5724,463.8,0.33976,1386.888007
2026-09-20T00:05:07.171Z,BNB,-1.6378,1038000,760.9,1386.888007
2026-09-20T00:05:07.171Z,WLD,-1.3174,589.6,0.4308,1386.888007
